"","Tanggal","Jumlah.kasus.kumulatif","Jumlah.pasien.dalam.perawatan","Jumlah.pasien.sembuh","Jumlah.pasien.meninggal"
"144",2020-08-30,324,33,284,7
"145",2020-08-31,332,41,284,7
"146",2020-09-01,335,44,284,7
"147",2020-09-02,336,44,285,7
"148",2020-09-03,336,44,285,7
"149",2020-09-04,339,45,287,7
"150",2020-09-05,340,46,287,7
"151",2020-09-06,343,49,287,7
"152",2020-09-07,349,35,307,7
"153",2020-09-08,NA,NA,NA,NA
"154",2020-09-09,NA,NA,NA,NA
"155",2020-09-10,359,34,318,7
"156",2020-09-11,362,25,330,7
"157",2020-09-12,363,25,331,7
"158",2020-09-13,363,24,332,7
"159",2020-09-14,364,19,338,7
"160",2020-09-15,373,27,338,8
"161",2020-09-16,378,30,340,8
"162",2020-09-17,381,33,340,8
"163",2020-09-18,386,31,347,8
"164",2020-09-19,NA,NA,NA,NA
"165",2020-09-20,397,39,350,8
"166",2020-09-21,398,38,352,8
"167",2020-09-22,398,36,354,8
"168",2020-09-23,401,36,356,9
"169",2020-09-24,405,32,363,10
"170",2020-09-25,406,33,363,10
"171",2020-09-26,412,39,363,10
"172",2020-09-27,413,36,367,10
"173",2020-09-28,420,42,368,10
"174",2020-09-29,420,42,368,10
"175",2020-09-30,425,42,373,10
"176",2020-10-01,430,46,374,10
"177",2020-10-02,432,48,374,10
"178",2020-10-03,439,55,374,10
"179",2020-10-04,442,45,387,10
"180",2020-10-05,442,45,387,10
"181",2020-10-06,443,44,389,10
"182",2020-10-07,443,36,397,10
"183",2020-10-08,NA,NA,NA,NA
"184",2020-10-09,448,31,407,10
"185",2020-10-10,NA,NA,NA,NA
"186",2020-10-11,452,25,416,11
"187",2020-10-12,452,18,423,11
"188",2020-10-13,NA,NA,NA,NA
"189",2020-10-14,455,17,427,11
"190",2020-10-15,456,18,427,11
"191",2020-10-16,457,17,428,12
"192",2020-10-17,463,20,430,13
"193",2020-10-18,NA,NA,NA,NA
"194",2020-10-19,463,20,430,13
"195",2020-10-20,464,19,432,13
"196",2020-10-21,464,17,434,13
"197",2020-10-22,464,14,437,13
"198",2020-10-23,NA,NA,NA,NA
"199",2020-10-24,474,23,437,14
"200",2020-10-25,475,24,437,14
"201",2020-10-26,NA,NA,NA,NA
"202",2020-10-27,477,23,440,14
"203",2020-10-28,477,22,441,14
"204",2020-10-29,480,21,445,14
"205",2020-10-30,480,21,445,14
"206",2020-10-31,482,23,445,14
"207",2020-11-01,489,29,446,14
"208",2020-11-02,489,29,446,14
"209",2020-11-03,493,29,450,14
"210",2020-11-04,498,29,455,14
"211",2020-11-05,567,97,455,15
"212",2020-11-06,586,114,456,16
"213",2020-11-07,595,122,457,16
"214",2020-11-08,610,134,460,16
"215",2020-11-09,617,138,462,17
"216",2020-11-10,619,139,463,17
"217",2020-11-11,NA,NA,NA,NA
"218",2020-11-12,663,177,469,17
"219",2020-11-13,670,184,469,17
"220",2020-11-14,NA,NA,NA,NA
"221",2020-11-15,671,90,564,17
"222",2020-11-16,671,90,564,17
"223",2020-11-17,680,84,579,17
"224",2020-11-18,684,82,585,17
"225",2020-11-19,687,81,587,19
"226",2020-11-20,693,76,598,19
"227",2020-11-21,711,85,607,19
"228",2020-11-22,715,86,610,19
"229",2020-11-23,715,85,611,19
"230",2020-11-24,719,87,613,19
"231",2020-11-25,NA,NA,NA,NA
"232",2020-11-26,750,84,647,19
"233",2020-11-27,764,95,650,19
"234",2020-11-28,NA,NA,NA,NA
"235",2020-11-29,792,116,656,20
"236",2020-11-30,792,105,667,20
"237",2020-12-01,798,102,675,21
"238",2020-12-02,801,101,678,22
"239",2020-12-03,814,107,685,22
"240",2020-12-04,824,117,685,22
"241",2020-12-05,851,113,715,23
"242",2020-12-06,859,105,729,25
"243",2020-12-07,861,100,736,25
"244",2020-12-08,NA,NA,NA,NA
"245",2020-12-09,896,102,768,26
"246",2020-12-10,897,103,768,26
"247",2020-12-11,900,100,773,27
"248",2020-12-12,912,103,782,27
"249",2020-12-13,915,100,788,27
"250",2020-12-14,919,71,821,27
"251",2020-12-15,923,65,831,27
"252",2020-12-16,943,77,839,27
"253",2020-12-17,948,82,839,27
"254",2020-12-18,962,70,865,27
"255",2020-12-19,971,75,869,27
"256",2020-12-20,975,75,873,27
"257",2020-12-21,978,73,878,27
"258",2020-12-22,986,74,885,27
"259",2020-12-23,1000,81,891,28
"260",2020-12-24,1013,93,892,28
"261",2020-12-25,1016,80,908,28
"262",2020-12-26,1036,92,916,28
"263",2020-12-27,1038,86,924,28
"264",2020-12-28,1038,77,933,28
"265",2020-12-29,1058,87,943,28
"266",2020-12-30,1081,97,956,28
"267",2020-12-31,1084,94,962,28
"268",2021-01-01,1109,109,972,28
"269",2021-01-02,1110,96,986,28
"270",2021-01-03,1119,93,998,28
"271",2021-01-04,1120,85,1007,28
"272",2021-01-05,1132,95,1009,28
"273",2021-01-06,1144,91,1025,28
"274",2021-01-07,1167,113,1025,29
"275",2021-01-08,1173,99,1045,29
"276",2021-01-09,1196,114,1051,31
"277",2021-01-10,1218,121,1066,31
"278",2021-01-11,1219,111,1077,31
"279",2021-01-12,1219,103,1085,31
"280",2021-01-13,1238,115,1091,32
"281",2021-01-14,1268,135,1101,32
"282",2021-01-15,1273,121,1120,32
"283",2021-01-16,1316,146,1138,32
"284",2021-01-17,1323,135,1156,32
"285",2021-01-18,1327,118,1177,32
"286",2021-01-19,NA,NA,NA,NA
"287",2021-01-20,1362,146,1184,32
"288",2021-01-21,1380,151,1196,33
"289",2021-01-22,1412,155,1223,34
"290",2021-01-23,1431,166,1231,34
"291",2021-01-24,1435,149,1252,34
"292",2021-01-25,NA,NA,NA,NA
"293",2021-01-26,1443,115,1294,34
"294",2021-01-27,1443,114,1295,34
"295",2021-01-28,1444,110,1299,35
"296",2021-01-29,NA,NA,NA,NA
"297",2021-01-30,NA,NA,NA,NA
"298",2021-01-31,1501,107,1359,35
"299",2021-02-01,1500,79,1386,35
"300",2021-02-02,1521,92,1394,35
"301",2021-02-03,NA,NA,NA,NA
"302",2021-02-04,1565,129,1399,37
"303",2021-02-05,NA,NA,NA,NA
"304",2021-02-06,NA,NA,NA,NA
"305",2021-02-07,1605,127,1441,37
"306",2021-02-08,NA,NA,NA,NA
"307",2021-02-09,1629,114,1477,38
"308",2021-02-10,1629,114,1477,38
"309",2021-02-11,1633,112,1483,38
"310",2021-02-12,1646,104,1504,38
"311",2021-02-13,1685,129,1516,40
"312",2021-02-14,NA,NA,NA,NA
"313",2021-02-15,1685,105,1539,41
"314",2021-02-16,1698,107,1550,41
"315",2021-02-17,1717,112,1563,42
"316",2021-02-18,NA,NA,NA,NA
"317",2021-02-19,1747,137,1568,42
"318",2021-02-20,NA,NA,NA,NA
"319",2021-02-21,1780,128,1609,43
"320",2021-02-22,1783,114,1626,43
"321",2021-02-23,NA,NA,NA,NA
"322",2021-02-24,1838,159,1632,47
"323",2021-02-25,1849,159,1643,47
"324",2021-02-26,1864,174,1643,47
"325",2021-02-27,NA,NA,NA,NA
"326",2021-02-28,NA,NA,NA,NA
"327",2021-03-01,1889,151,1690,48
"328",2021-03-02,1902,153,1701,48
"329",2021-03-03,NA,NA,NA,NA
"330",2021-03-04,NA,NA,NA,NA
"331",2021-03-05,1954,168,1735,51
"332",2021-03-06,NA,NA,NA,NA
"333",2021-03-07,NA,NA,NA,NA
"334",2021-03-08,NA,NA,NA,NA
"335",2021-03-09,NA,NA,NA,NA
"336",2021-03-10,2090,224,1812,54
"337",2021-03-11,2115,234,1827,54
"338",2021-03-12,2134,246,1833,55
"339",2021-03-13,NA,NA,NA,NA
"340",2021-03-14,2142,236,1850,56
"341",2021-03-15,2144,225,1862,57
"342",2021-03-16,2177,236,1883,58
"343",2021-03-17,2195,216,1919,60
"344",2021-03-18,2196,198,1938,60
"345",2021-03-19,2203,188,1954,61
"346",2021-03-20,2205,170,1974,61
"347",2021-03-21,2215,133,2021,61
"348",2021-03-22,2215,118,2036,61
"349",2021-03-23,2222,95,2066,61
"350",2021-03-24,NA,NA,NA,NA
"351",2021-03-25,NA,NA,NA,NA
"352",2021-03-26,NA,NA,NA,NA
"353",2021-03-27,2328,153,2112,63
