"","Tanggal","Jumlah.kasus.kumulatif","Jumlah.pasien.dalam.perawatan","Jumlah.pasien.sembuh","Jumlah.pasien.meninggal"
"144",2020-08-30,441,55,381,5
"145",2020-08-31,442,55,381,6
"146",2020-09-01,447,60,381,6
"147",2020-09-02,477,74,396,7
"148",2020-09-03,477,68,402,7
"149",2020-09-04,477,63,407,7
"150",2020-09-05,477,63,407,7
"151",2020-09-06,509,92,410,7
"152",2020-09-07,509,92,410,7
"153",2020-09-08,509,92,410,7
"154",2020-09-09,509,92,410,7
"155",2020-09-10,509,68,434,7
"156",2020-09-11,520,57,456,7
"157",2020-09-12,NA,NA,NA,NA
"158",2020-09-13,593,122,463,8
"159",2020-09-14,599,107,484,8
"160",2020-09-15,605,113,484,8
"161",2020-09-16,605,113,484,8
"162",2020-09-17,605,112,484,9
"163",2020-09-18,614,119,486,9
"164",2020-09-19,640,138,493,9
"165",2020-09-20,661,159,493,9
"166",2020-09-21,NA,NA,NA,NA
"167",2020-09-22,661,91,561,9
"168",2020-09-23,NA,NA,NA,NA
"169",2020-09-24,661,82,570,9
"170",2020-09-25,661,82,570,9
"171",2020-09-26,661,82,570,9
"172",2020-09-27,665,56,600,9
"173",2020-09-28,NA,NA,NA,NA
"174",2020-09-29,665,32,624,9
"175",2020-09-30,665,32,624,9
"176",2020-10-01,665,12,644,9
"177",2020-10-02,680,25,646,9
"178",2020-10-03,683,28,646,9
"179",2020-10-04,683,28,646,9
"180",2020-10-05,701,43,649,9
"181",2020-10-06,710,45,656,9
"182",2020-10-07,724,59,656,9
"183",2020-10-08,NA,NA,NA,NA
"184",2020-10-09,740,57,674,9
"185",2020-10-10,746,55,682,9
"186",2020-10-11,770,71,690,9
"187",2020-10-12,NA,NA,NA,NA
"188",2020-10-13,798,71,717,10
"189",2020-10-14,813,79,724,10
"190",2020-10-15,841,107,724,10
"191",2020-10-16,863,122,731,10
"192",2020-10-17,NA,NA,NA,NA
"193",2020-10-18,886,136,738,12
"194",2020-10-19,886,116,758,12
"195",2020-10-20,886,102,772,12
"196",2020-10-21,886,88,786,12
"197",2020-10-22,886,75,798,13
"198",2020-10-23,902,74,815,13
"199",2020-10-24,902,39,850,13
"200",2020-10-25,902,39,850,13
"201",2020-10-26,NA,NA,NA,NA
"202",2020-10-27,944,53,878,13
"203",2020-10-28,NA,NA,NA,NA
"204",2020-10-29,1006,55,938,13
"205",2020-10-30,1006,27,966,13
"206",2020-10-31,1007,5,989,13
"207",2020-11-01,1007,3,991,13
"208",2020-11-02,1007,2,991,14
"209",2020-11-03,NA,NA,NA,NA
"210",2020-11-04,1008,2,992,14
"211",2020-11-05,1008,2,992,14
"212",2020-11-06,1018,12,992,14
"213",2020-11-07,1031,24,993,14
"214",2020-11-08,1031,24,993,14
"215",2020-11-09,1031,24,993,14
"216",2020-11-10,1031,24,993,14
"217",2020-11-11,1031,24,993,14
"218",2020-11-12,NA,NA,NA,NA
"219",2020-11-13,1040,33,993,14
"220",2020-11-14,NA,NA,NA,NA
"221",2020-11-15,NA,NA,NA,NA
"222",2020-11-16,1043,26,1003,14
"223",2020-11-17,1043,19,1010,14
"224",2020-11-18,1043,19,1010,14
"225",2020-11-19,1043,13,1016,14
"226",2020-11-20,NA,NA,NA,NA
"227",2020-11-21,NA,NA,NA,NA
"228",2020-11-22,1080,42,1021,17
"229",2020-11-23,1080,42,1021,17
"230",2020-11-24,1080,42,1021,17
"231",2020-11-25,1080,42,1021,17
"232",2020-11-26,NA,NA,NA,NA
"233",2020-11-27,1080,34,1029,17
"234",2020-11-28,1080,34,1029,17
"235",2020-11-29,1080,6,1057,17
"236",2020-11-30,1081,3,1061,17
"237",2020-12-01,NA,NA,NA,NA
"238",2020-12-02,NA,NA,NA,NA
"239",2020-12-03,NA,NA,NA,NA
"240",2020-12-04,1092,12,1063,17
"241",2020-12-05,1092,12,1063,17
"242",2020-12-06,NA,NA,NA,NA
"243",2020-12-07,1098,9,1072,17
"244",2020-12-08,1099,7,1075,17
"245",2020-12-09,NA,NA,NA,NA
"246",2020-12-10,1099,7,1075,17
"247",2020-12-11,1099,7,1075,17
"248",2020-12-12,1100,7,1075,18
"249",2020-12-13,1116,17,1081,18
"250",2020-12-14,1116,16,1082,18
"251",2020-12-15,NA,NA,NA,NA
"252",2020-12-16,NA,NA,NA,NA
"253",2020-12-17,NA,NA,NA,NA
"254",2020-12-18,1117,17,1082,18
"255",2020-12-19,NA,NA,NA,NA
"256",2020-12-20,1124,14,1092,18
"257",2020-12-21,1124,8,1098,18
"258",2020-12-22,1124,8,1098,18
"259",2020-12-23,1124,8,1098,18
"260",2020-12-24,1129,13,1098,18
"261",2020-12-25,1129,13,1098,18
"262",2020-12-26,1129,13,1098,18
"263",2020-12-27,1129,5,1106,18
"264",2020-12-28,1129,5,1106,18
"265",2020-12-29,1129,5,1106,18
"266",2020-12-30,1129,5,1106,18
"267",2020-12-31,1139,15,1106,18
"268",2021-01-01,1139,15,1106,18
"269",2021-01-02,NA,NA,NA,NA
"270",2021-01-03,1139,10,1111,18
"271",2021-01-04,1139,10,1111,18
"272",2021-01-05,1139,10,1111,18
"273",2021-01-06,1139,10,1111,18
"274",2021-01-07,1139,10,1111,18
"275",2021-01-08,NA,NA,NA,NA
"276",2021-01-09,1154,15,1121,18
"277",2021-01-10,NA,NA,NA,NA
"278",2021-01-11,1154,15,1121,18
"279",2021-01-12,1154,15,1121,18
"280",2021-01-13,NA,NA,NA,NA
"281",2021-01-14,NA,NA,NA,NA
"282",2021-01-15,NA,NA,NA,NA
"283",2021-01-16,NA,NA,NA,NA
"284",2021-01-17,1167,15,1134,18
"285",2021-01-18,1167,15,1134,18
"286",2021-01-19,NA,NA,NA,NA
"287",2021-01-20,1167,12,1137,18
"288",2021-01-21,1167,4,1145,18
"289",2021-01-22,1167,4,1145,18
"290",2021-01-23,NA,NA,NA,NA
"291",2021-01-24,NA,NA,NA,NA
"292",2021-01-25,1193,25,1149,19
"293",2021-01-26,1193,25,1149,19
"294",2021-01-27,1193,25,1149,19
"295",2021-01-28,1193,25,1149,19
"296",2021-01-29,NA,NA,NA,NA
"297",2021-01-30,NA,NA,NA,NA
"298",2021-01-31,NA,NA,NA,NA
"299",2021-02-01,1193,5,1169,19
"300",2021-02-02,1210,21,1170,19
"301",2021-02-03,1211,19,1173,19
"302",2021-02-04,1212,20,1173,19
"303",2021-02-05,1212,20,1173,19
"304",2021-02-06,NA,NA,NA,NA
"305",2021-02-07,NA,NA,NA,NA
"306",2021-02-08,NA,NA,NA,NA
"307",2021-02-09,1230,20,1191,19
"308",2021-02-10,1230,18,1193,19
"309",2021-02-11,NA,NA,NA,NA
"310",2021-02-12,NA,NA,NA,NA
"311",2021-02-13,1239,11,1209,19
"312",2021-02-14,NA,NA,NA,NA
"313",2021-02-15,1241,13,1209,19
"314",2021-02-16,1241,13,1209,19
"315",2021-02-17,1241,11,1211,19
"316",2021-02-18,1241,11,1211,19
"317",2021-02-19,NA,NA,NA,NA
"318",2021-02-20,1242,2,1220,20
"319",2021-02-21,NA,NA,NA,NA
"320",2021-02-22,1242,2,1220,20
"321",2021-02-23,1242,2,1220,20
"322",2021-02-24,1242,2,1220,20
"323",2021-02-25,NA,NA,NA,NA
"324",2021-02-26,NA,NA,NA,NA
"325",2021-02-27,NA,NA,NA,NA
"326",2021-02-28,NA,NA,NA,NA
"327",2021-03-01,1271,27,1224,20
"328",2021-03-02,NA,NA,NA,NA
"329",2021-03-03,NA,NA,NA,NA
"330",2021-03-04,1289,26,1243,20
"331",2021-03-05,NA,NA,NA,NA
"332",2021-03-06,1330,41,1269,20
"333",2021-03-07,NA,NA,NA,NA
"334",2021-03-08,NA,NA,NA,NA
"335",2021-03-09,1350,35,1294,21
"336",2021-03-10,NA,NA,NA,NA
"337",2021-03-11,NA,NA,NA,NA
"338",2021-03-12,1359,29,1309,21
"339",2021-03-13,NA,NA,NA,NA
"340",2021-03-14,NA,NA,NA,NA
"341",2021-03-15,NA,NA,NA,NA
"342",2021-03-16,NA,NA,NA,NA
"343",2021-03-17,NA,NA,NA,NA
"344",2021-03-18,NA,NA,NA,NA
"345",2021-03-19,NA,NA,NA,NA
"346",2021-03-20,1476,106,1345,25
"347",2021-03-21,1476,106,1345,25
"348",2021-03-22,1476,106,1345,25
"349",2021-03-23,NA,NA,NA,NA
"350",2021-03-24,1488,103,1360,25
"351",2021-03-25,NA,NA,NA,NA
"352",2021-03-26,1496,103,1367,26
"353",2021-03-27,1510,43,1441,26
