"","Tanggal","Jumlah.kasus.kumulatif","Jumlah.pasien.dalam.perawatan","Jumlah.pasien.sembuh","Jumlah.pasien.meninggal"
"241",2020-11-30,1327,107,1158,62
"242",2020-12-01,1346,120,1164,62
"243",2020-12-02,1355,124,1169,62
"244",2020-12-03,1361,125,1174,62
"245",2020-12-04,1373,130,1181,62
"246",2020-12-05,1374,130,1181,63
"247",2020-12-06,1404,135,1206,63
"248",2020-12-07,1409,140,1206,63
"249",2020-12-08,1410,140,1207,63
"250",2020-12-09,1431,147,1221,63
"251",2020-12-10,1433,136,1234,63
"252",2020-12-11,1445,145,1237,63
"253",2020-12-12,1450,136,1251,63
"254",2020-12-13,1488,165,1260,63
"255",2020-12-14,1488,165,1260,63
"256",2020-12-15,1493,170,1260,63
"257",2020-12-16,1498,133,1302,63
"258",2020-12-17,1515,129,1323,63
"259",2020-12-18,1518,127,1326,65
"260",2020-12-19,1525,107,1353,65
"261",2020-12-20,1576,155,1356,65
"262",2020-12-21,1581,157,1359,65
"263",2020-12-22,1586,138,1382,66
"264",2020-12-23,1600,152,1382,66
"265",2020-12-24,1611,163,1382,66
"266",2020-12-25,1617,149,1402,66
"267",2020-12-26,1617,137,1414,66
"268",2020-12-27,1621,140,1415,66
"269",2020-12-28,1623,114,1443,66
"270",2020-12-29,1623,114,1443,66
"271",2020-12-30,1635,106,1462,67
"272",2020-12-31,1635,106,1462,67
"273",2021-01-01,1672,120,1484,68
"274",2021-01-02,1673,120,1485,68
"275",2021-01-03,1688,117,1501,70
"276",2021-01-04,1695,109,1516,70
"277",2021-01-05,1696,102,1524,70
"278",2021-01-06,1713,101,1542,70
"279",2021-01-07,1720,106,1544,70
"280",2021-01-08,1727,105,1551,71
"281",2021-01-09,1735,112,1552,71
"282",2021-01-10,1751,126,1554,71
"283",2021-01-11,1751,116,1564,71
"284",2021-01-12,1755,119,1565,71
"285",2021-01-13,1772,128,1572,72
"286",2021-01-14,1775,118,1585,72
"287",2021-01-15,1791,123,1596,72
"288",2021-01-16,1791,123,1596,72
"289",2021-01-17,1791,115,1603,73
"290",2021-01-18,1827,143,1608,76
"291",2021-01-19,1851,166,1609,76
"292",2021-01-20,1856,169,1611,76
"293",2021-01-21,1902,194,1630,78
"294",2021-01-22,1945,222,1645,78
"295",2021-01-23,1984,253,1652,79
"296",2021-01-24,2005,266,1659,80
"297",2021-01-25,2007,245,1681,81
"298",2021-01-26,2047,281,1685,81
"299",2021-01-27,2047,281,1685,81
"300",2021-01-28,NA,NA,NA,NA
"301",2021-01-29,NA,NA,NA,NA
"302",2021-01-30,2166,343,1737,86
"303",2021-01-31,2167,342,1737,88
"304",2021-02-01,2171,321,1761,89
"305",2021-02-02,2193,338,1765,90
"306",2021-02-03,2245,368,1786,91
"307",2021-02-04,2259,368,1800,91
"308",2021-02-05,NA,NA,NA,NA
"309",2021-02-06,2320,422,1807,91
"310",2021-02-07,2325,425,1809,91
"311",2021-02-08,2362,457,1814,91
"312",2021-02-09,2420,403,1924,93
"313",2021-02-10,2466,417,1956,93
"314",2021-02-11,2466,416,1956,94
"315",2021-02-12,2533,405,2034,94
"316",2021-02-13,2547,419,2034,94
"317",2021-02-14,2593,453,2044,96
"318",2021-02-15,2611,468,2046,97
"319",2021-02-16,2632,472,2063,97
"320",2021-02-17,2638,472,2069,97
"321",2021-02-18,2656,450,2109,97
"322",2021-02-19,2781,529,2155,97
"323",2021-02-20,2828,415,2316,97
"324",2021-02-21,2840,367,2375,98
"325",2021-02-22,2844,346,2399,99
"326",2021-02-23,2942,432,2411,99
"327",2021-02-24,2972,462,2411,99
"328",2021-02-25,2985,438,2447,100
"329",2021-02-26,3007,460,2447,100
"330",2021-02-27,3034,482,2452,100
"331",2021-02-28,3120,503,2517,100
"332",2021-03-01,3129,508,2519,102
"333",2021-03-02,3176,536,2537,103
"334",2021-03-03,3182,529,2549,104
"335",2021-03-04,3207,543,2559,105
"336",2021-03-05,3246,577,2564,105
"337",2021-03-06,3319,532,2681,106
"338",2021-03-07,3326,539,2681,106
"339",2021-03-08,3354,476,2771,107
"340",2021-03-09,3367,427,2832,108
"341",2021-03-10,3374,426,2840,108
"342",2021-03-11,3409,455,2846,108
"343",2021-03-12,3426,457,2861,108
"344",2021-03-13,3461,444,2908,109
"345",2021-03-14,3505,465,2929,111
"346",2021-03-15,3505,465,2929,111
"347",2021-03-16,3565,510,2941,114
"348",2021-03-17,3591,509,2968,114
"349",2021-03-18,3642,534,2993,115
"350",2021-03-19,3710,573,3022,115
"351",2021-03-20,3784,643,3026,115
"352",2021-03-21,3812,643,3054,115
"353",2021-03-22,3815,645,3055,115
"354",2021-03-23,3836,613,3107,116
"355",2021-03-24,3874,564,3194,116
"356",2021-03-25,3922,549,3255,118
"357",2021-03-26,4013,622,3272,119
"358",2021-03-27,NA,NA,NA,NA
"359",2021-03-28,4090,689,3282,119
