"","hari_ke","tanggal","tanah_laut","kotabaru","banjar","barito_kuala","tapin","hss","hst","hsu","tabalong","tanah_bumbu","balangan","banjarmasin","banjarbaru"
"306",306,2021-01-21,28,0,2,0,7,0,0,0,0,18,0,51,0
"307",307,2021-01-22,0,0,15,19,1,12,0,1,0,0,0,14,45
"308",308,2021-01-23,32,17,0,0,0,1,1,0,0,32,0,10,44
"309",309,2021-01-24,5,0,0,2,10,5,0,0,8,19,0,32,39
"310",310,2021-01-25,27,22,10,5,-1,2,0,0,0,4,26,16,21
"311",311,2021-01-26,7,0,6,1,7,3,0,0,0,8,0,24,42
"312",312,2021-01-27,2,3,0,9,0,4,0,4,0,0,0,40,0
"313",313,2021-01-28,19,40,0,0,11,1,3,3,0,1,0,25,0
"314",314,2021-01-29,17,31,0,20,0,0,0,0,0,0,0,10,42
"315",315,2021-01-30,15,12,0,8,6,0,0,0,0,23,0,23,43
"316",316,2021-01-31,0,0,0,5,0,10,0,1,0,34,0,38,36
"317",317,2021-02-01,4,32,35,1,0,2,0,0,0,0,0,0,0
"318",318,2021-02-02,8,2,17,0,3,2,0,0,0,21,17,17,0
"319",319,2021-02-03,1,0,7,25,0,0,0,0,0,43,0,0,28
"320",320,2021-02-04,0,0,0,10,13,5,0,0,0,0,2,28,53
"321",321,2021-02-05,27,33,15,16,0,2,0,2,0,1,0,25,7
"322",322,2021-02-06,12,34,0,10,8,3,0,1,0,19,0,47,6
"323",323,2021-02-07,8,6,6,7,8,0,1,0,0,21,0,29,31
"324",324,2021-02-08,2,0,1,7,0,1,0,0,0,7,0,32,30
"325",325,2021-02-09,6,65,0,3,0,4,0,0,0,17,20,0,0
"326",326,2021-02-10,4,0,0,0,8,0,0,4,3,0,0,25,100
"327",327,2021-02-11,23,2,0,20,0,3,6,2,0,4,0,33,46
"328",328,2021-02-12,0,0,61,10,9,5,0,0,3,0,9,39,0
"329",329,2021-02-13,20,6,3,10,0,12,0,0,0,46,0,47,0
"330",330,2021-02-14,33,1,0,0,5,8,3,4,-3,6,0,40,0
"331",331,2021-02-15,0,0,39,10,0,4,1,0,0,0,2,23,67
"332",332,2021-02-16,10,0,3,2,2,0,0,1,0,13,0,30,78
"333",333,2021-02-17,22,0,0,0,0,22,0,0,0,18,11,57,21
"334",334,2021-02-18,26,74,13,0,0,0,1,0,0,0,0,0,6
"335",335,2021-02-19,8,57,0,38,0,6,0,0,0,21,0,45,16
"336",336,2021-02-20,9,0,0,13,7,12,0,6,0,11,-11,-3,128
"337",337,2021-02-21,21,14,3,8,0,6,1,5,0,16,0,41,47
"338",338,2021-02-22,0,5,28,0,0,5,0,0,0,20,0,37,12
"339",339,2021-02-23,4,2,0,0,8,0,0,0,0,19,0,63,4
"340",340,2021-02-24,5,0,0,3,7,3,2,10,0,1,1,43,58
"341",341,2021-02-25,0,0,21,33,5,0,4,6,0,0,0,40,70
"342",342,2021-02-26,15,5,4,41,0,5,0,0,0,46,8,49,13
"343",343,2021-02-27,50,8,34,19,9,2,0,0,0,15,0,51,0
"344",344,2021-02-28,26,4,0,1,0,0,4,8,0,11,36,30,50
"345",345,2021-03-01,0,12,20,0,0,1,0,1,0,16,0,70,85
"346",346,2021-03-02,4,13,7,-4,21,3,3,5,0,0,1,80,56
"347",347,2021-03-03,9,20,10,23,3,1,0,11,0,26,0,70,6
"348",348,2021-03-04,20,15,22,0,10,3,1,15,0,0,0,56,25
"349",349,2021-03-05,31,6,5,15,0,0,0,8,0,40,6,47,39
"350",350,2021-03-06,10,15,0,2,10,8,0,18,0,0,35,0,73
"351",351,2021-03-07,0,2,46,0,-1,0,0,1,11,41,0,96,0
"352",352,2021-03-08,18,0,0,8,11,0,1,6,0,22,3,57,34
"353",353,2021-03-09,15,24,0,0,0,13,0,2,0,21,0,56,-5
"354",354,2021-03-10,0,0,4,0,0,4,0,13,0,56,17,0,18
"355",355,2021-03-11,0,27,0,19,11,0,6,1,0,23,0,102,7
"356",356,2021-03-12,28,12,23,23,22,2,0,0,0,0,9,45,35
"357",357,2021-03-13,0,17,24,6,0,0,6,0,0,26,30,71,17
"358",358,2021-03-14,57,0,1,0,15,7,4,36,0,0,0,6,78
"359",359,2021-03-15,0,1,10,1,2,5,0,0,0,5,72,79,0
"360",360,2021-03-16,15,1,0,0,10,0,0,0,0,20,0,85,60
"361",361,2021-03-17,11,7,21,32,6,3,0,12,0,33,0,33,0
"362",362,2021-03-18,13,1,0,0,12,0,2,8,0,1,4,0,77
